item_id,order_id,product_id,quantity,price
99,29,198,4,44.4
100,29,295,5,290.4
101,29,991,3,147.15
102,29,906,4,133.48
103,30,84,5,145.85
104,30,530,3,108.15
105,30,560,3,41.7
106,30,63,1,46.83
107,31,591,4,95.6
108,31,993,1,49.71
109,32,670,3,143.4
110,32,382,3,65.46
111,32,114,2,104.82
112,33,418,2,90.22
113,33,258,4,193.92
114,33,392,2,93.28
115,34,464,4,210.88
116,34,517,3,50.04
117,34,318,4,211.52
118,35,796,5,267.35
119,35,730,4,124.88
120,35,698,5,175.35
121,36,324,4,98.28
122,36,493,5,197.5
123,36,447,4,80.08
124,36,823,3,152.67
125,36,215,3,41.19
126,36,572,2,44.28
127,37,882,4,198.24
128,37,366,1,56.37
129,38,314,1,37.52
130,38,471,2,66.68
131,38,666,4,43.16
132,38,598,1,42.4
133,38,661,5,282.95
134,39,669,2,74.38
135,39,570,4,174.32
136,39,734,3,39.99
137,39,840,1,39.51
138,39,794,5,184.15
139,39,604,2,71.34
140,40,304,3,158.61
141,40,740,3,129.87
142,40,241,1,55.84
143,40,70,4,209.16
144,41,251,2,79.44
145,41,119,1,21.57
146,41,72,5,97.45
147,41,552,1,38.7
148,42,686,3,88.92
149,42,620,5,256.1
150,42,829,3,116.31
151,42,542,1,53.68
152,42,712,1,44.81
153,43,435,2,83.12
154,43,723,1,58.64
155,43,558,5,98.35
156,44,791,4,168.84
157,44,437,1,51.32
158,44,360,3,80.37
159,44,590,2,35.62
160,45,820,2,28.38
161,45,691,3,56.34
162,45,554,4,234.36
163,45,997,4,227.44
164,45,155,2,53.56
165,45,54,4,66.48
166,46,185,1,28.82
167,46,299,2,47.14
168,47,659,3,57.81
169,47,680,4,139.92
170,47,528,5,110.7
171,48,979,3,138.09
172,48,999,3,57.57
173,48,843,3,168.81
174,49,205,4,138.96
175,49,904,3,91.56
176,50,156,3,115.05
177,51,105,4,128.04
178,51,745,2,45.3
179,51,180,2,48.24
180,51,860,2,23.66
181,51,50,3,137.52
182,51,300,3,54.84
183,52,901,5,256.1
184,53,990,4,219.24
185,53,597,1,18.88
186,53,834,2,98.1
187,53,966,5,174.65
188,54,702,5,261.3
189,54,756,4,185.24
190,54,461,1,42.95
191,54,436,5,72.0
192,54,201,5,243.55
193,55,459,3,118.74
194,55,8,4,227.52
195,55,563,1,21.8
196,56,171,4,80.08
197,56,287,5,259.8
198,56,186,2,81.66
199,57,715,4,182.04
200,57,229,3,150.81
201,58,728,4,224.08
202,58,655,1,37.05
203,58,372,2,23.36
204,59,544,3,103.5
205,59,802,1,37.55
206,59,834,4,196.2
207,60,764,3,144.15
208,60,410,1,36.74
209,60,891,2,49.4
210,60,819,1,14.27
211,61,366,1,56.37
212,62,593,2,43.1
213,62,12,1,47.82
214,63,222,2,97.92
215,63,768,3,99.69
216,63,780,2,31.04
217,63,430,1,30.48
218,64,187,4,215.92
219,64,885,4,219.56
220,65,7,1,30.54
221,65,170,4,83.0
222,65,444,2,105.2
223,65,175,1,25.27
224,65,248,2,22.42
225,65,74,4,204.16
226,66,978,1,46.35
227,67,703,3,134.19
228,68,949,3,155.22
229,68,864,3,76.65
230,68,572,5,110.7
231,68,819,1,14.27
232,69,931,4,94.36
233,70,219,1,45.75
234,70,716,4,68.84
235,70,711,3,36.48
236,70,498,3,30.69
237,71,241,2,111.68
238,71,926,4,239.68
239,71,26,2,118.96
240,71,920,5,102.5
241,71,774,3,141.93
242,72,235,1,53.53
243,72,300,2,36.56
244,72,679,1,50.11
245,73,706,1,56.02
246,73,478,2,58.0
247,73,679,5,250.55
248,73,200,2,79.54
249,73,670,2,95.6
250,74,984,3,47.37
251,74,765,5,273.25
252,75,508,2,26.66
253,75,937,2,57.54
254,76,825,2,58.08
255,76,420,5,283.5
256,76,509,3,149.01
257,76,421,4,115.4
258,76,576,2,92.9
259,77,968,5,158.85
260,77,544,2,69.0
261,77,2,5,247.15
262,77,243,4,97.92
263,78,798,5,204.15
264,78,59,5,105.35
265,78,498,1,10.23
266,79,208,3,123.72
267,79,948,5,184.55
268,79,944,2,77.7
269,79,716,1,17.21
270,79,701,3,138.06
271,80,433,5,287.1
272,80,320,1,22.85
273,80,286,3,50.34
274,80,665,5,232.1
275,81,756,4,185.24
276,81,564,4,184.08
277,81,848,3,32.79
278,81,216,4,193.56
279,81,131,2,73.04
280,82,373,5,84.45
281,82,694,3,169.2
282,82,502,3,33.69
283,82,313,3,85.62
284,83,817,3,100.89
285,83,784,1,32.36
286,83,902,5,72.7
287,83,28,5,68.55
288,83,463,5,208.0
289,83,957,4,51.36
290,84,632,2,74.8
291,84,97,4,101.52
292,84,426,3,82.05
293,84,350,4,109.72
294,84,769,3,86.79
295,84,603,5,187.95
296,85,120,2,87.26
297,85,218,2,85.6
298,85,878,4,51.0
299,86,185,2,57.64
300,86,257,2,32.68
301,86,689,2,29.52
302,86,155,2,53.56
303,86,792,4,104.36
304,86,405,5,253.3
305,87,675,5,239.2
306,87,9,4,92.84
307,88,671,5,287.4
308,88,165,2,116.22
309,89,250,5,85.15
310,90,735,2,43.44
311,90,64,1,20.79
312,91,527,4,150.04
313,91,570,4,174.32
314,91,444,3,157.8
315,91,442,2,62.38
316,91,91,2,66.28
317,92,32,4,99.2
318,92,807,5,81.4
319,92,630,4,113.04
320,92,871,1,23.4
321,92,589,1,39.24
322,92,78,4,40.64
323,93,718,3,138.24
324,93,783,1,24.17
325,93,279,2,45.92
326,93,640,3,122.37
327,94,620,1,51.22
328,95,853,1,57.6
329,95,666,3,32.37
330,96,357,4,182.32
331,96,212,5,102.3
332,96,577,2,87.1
333,96,882,5,247.8
334,96,473,2,73.88
335,97,717,5,260.55
336,97,27,1,27.26
337,98,960,5,218.05
338,98,24,4,141.12
339,99,818,1,57.31
340,99,404,1,31.95
341,99,87,5,259.95
342,100,223,5,273.1
343,100,164,3,47.82
344,100,19,2,21.38
345,100,168,3,141.39
346,101,442,4,124.76
347,102,455,2,106.26
348,102,685,5,168.9
349,103,522,5,203.6
350,103,218,2,85.6
351,103,561,5,244.7
352,103,59,1,21.07
353,104,933,2,66.28
354,104,827,5,255.85
355,104,832,1,15.4
356,105,48,4,121.0
357,105,412,2,83.34
358,105,77,4,75.88
359,106,455,2,106.26
360,106,772,5,251.75
361,106,706,3,168.06
362,106,975,2,92.66
363,106,43,3,161.94
364,106,196,4,49.0
365,107,549,3,109.65
366,107,249,1,25.01
367,108,518,4,41.64
368,108,492,4,67.52
369,108,226,4,119.28
370,108,865,2,61.78
371,108,682,3,108.51
372,108,778,1,41.81
373,109,220,1,52.53
374,109,725,1,55.46
375,110,837,2,20.58
376,111,21,4,66.92
377,111,488,2,91.9
378,111,652,2,71.34
379,111,844,1,21.3
380,111,485,5,92.3
381,112,217,3,65.82
382,113,89,5,85.4
383,114,862,1,14.75
384,114,261,3,175.62
385,114,727,1,43.87
386,114,961,2,27.64
387,114,466,5,180.0
388,114,483,5,77.4
389,115,465,2,54.74
390,115,943,3,71.97
391,115,432,4,136.0
392,116,984,5,78.95
393,116,486,1,50.54
394,116,522,4,162.88
395,116,404,2,63.9
396,116,202,4,113.36
397,116,342,1,30.81
398,117,826,4,161.8
399,117,636,2,44.26
400,117,64,3,62.37
401,118,235,2,107.06
402,118,960,5,218.05
403,118,859,1,44.07
404,118,648,3,174.15
405,118,805,4,40.04
406,119,48,1,30.25
407,119,454,4,90.0
408,119,310,4,174.36
409,119,563,1,21.8
410,119,600,4,129.44
411,119,286,1,16.78
412,120,968,3,95.31
413,120,272,4,239.92
414,120,122,4,125.8
415,120,34,5,115.25
416,121,596,5,252.95
417,121,398,3,94.89
418,121,91,5,165.7
419,121,302,2,50.16
420,122,297,4,51.84
421,122,566,2,83.86
422,122,787,5,148.2
423,122,732,5,181.25
424,123,321,1,37.97
425,124,136,1,46.96
426,124,731,3,161.46
427,124,504,1,47.27
428,124,55,5,186.7
429,124,754,3,89.97
430,125,282,5,224.85
431,125,702,2,104.52
432,125,820,2,28.38
433,125,579,1,24.61
434,126,339,1,22.0
435,126,548,4,152.52
436,127,715,4,182.04
437,127,567,4,147.2
438,127,74,5,255.2
439,127,479,4,218.36
440,127,662,1,30.57
441,128,574,2,106.98
442,128,997,1,56.86
443,129,24,2,70.56
444,129,949,5,258.7
445,130,810,3,77.49
446,130,940,3,100.02
447,130,891,5,123.5
448,130,386,2,88.42
449,131,439,3,171.75
450,131,536,1,55.02
451,131,592,5,176.4
452,131,689,1,14.76
453,131,936,5,198.35
454,132,418,3,135.33
455,133,968,4,127.08
456,133,393,2,118.9
457,133,43,4,215.92
458,134,794,4,147.32
459,135,770,5,181.95
460,136,608,5,243.7
461,136,660,2,97.02
462,136,433,1,57.42
463,136,553,5,170.65
464,136,584,5,100.55
465,137,35,5,217.25
466,137,42,3,60.9
467,137,998,2,73.16
468,138,651,4,64.96
469,138,782,1,10.0
470,138,32,4,99.2
471,138,506,3,138.69
472,139,504,2,94.54
473,139,962,4,156.96
474,140,289,4,122.64
475,140,573,3,156.75
476,140,621,5,122.1
477,140,32,3,74.4
478,141,835,5,243.15
479,141,366,1,56.37
480,141,645,3,35.64
481,141,375,5,122.85
482,141,354,1,43.04
483,141,53,4,69.12
484,142,769,1,28.93
485,142,123,4,170.88
486,143,811,4,122.4
487,143,37,1,25.4
488,143,950,2,67.84
489,143,171,4,80.08
490,144,600,5,161.8
491,144,93,4,146.0
492,144,625,4,95.56
493,144,753,3,145.68
494,144,598,5,212.0
495,145,510,4,233.28
496,146,43,5,269.9
497,146,648,2,116.1
498,146,730,4,124.88
499,146,123,4,170.88
500,147,394,2,99.96
501,148,409,1,37.25
502,148,835,1,48.63
503,148,894,5,57.25
504,148,679,2,100.22
505,148,735,3,65.16
506,149,447,2,40.04
507,149,768,3,99.69
508,149,863,3,131.04
509,149,478,1,29.0
510,149,568,3,62.79
511,149,329,2,62.1
512,150,851,4,235.24
513,150,967,2,31.54
514,150,344,3,114.63
515,150,104,4,230.48
516,150,725,4,221.84
517,151,542,2,107.36
518,151,606,5,53.25
519,151,269,1,45.56
520,151,365,4,197.28
521,152,888,1,19.73
522,152,624,5,95.45
523,152,693,4,53.36
524,153,193,5,64.35
525,153,5,1,37.33
526,153,468,5,275.1
527,153,467,2,83.64
528,153,852,3,38.73
529,153,750,5,140.65
530,154,958,5,119.1
531,154,599,1,24.96
532,155,182,2,32.48
533,156,555,5,261.75
534,156,857,2,74.7
535,157,852,1,12.91
536,157,329,1,31.05
537,157,209,5,186.3
538,157,778,2,83.62
539,157,528,4,88.56
540,158,324,3,73.71
541,158,870,3,64.08
542,158,666,4,43.16
543,158,179,2,43.92
544,158,914,1,19.55
545,158,638,5,171.0
546,159,916,3,151.86
547,159,50,5,229.2
548,159,689,5,73.8
549,160,886,3,162.69
550,160,265,5,248.35
551,160,155,5,133.9
552,160,154,3,89.1
553,160,951,1,44.88
554,160,827,5,255.85
555,161,490,1,44.48
556,162,511,2,113.02
557,162,235,3,160.59
558,162,568,5,104.65
559,163,456,1,33.29
560,163,726,2,88.14
561,163,936,5,198.35
562,163,648,4,232.2
563,163,292,3,163.92
564,163,741,5,279.25
565,164,653,1,20.12
566,164,27,4,109.04
567,164,950,4,135.68
568,164,539,4,41.08
569,165,161,2,94.22
570,165,816,3,71.64
571,166,25,4,47.36
572,166,494,5,249.15
573,167,359,1,29.14
574,167,897,5,198.35
575,167,786,4,179.68
576,167,371,2,82.92
577,167,264,1,40.2
578,167,481,1,37.72
579,168,403,3,83.4
580,168,419,3,127.14
581,169,351,4,50.04
582,169,67,4,103.32
583,169,953,4,84.6
584,169,721,3,146.25
585,169,296,1,13.47
586,169,128,3,35.25
587,170,200,5,198.85
588,170,149,3,84.21
589,170,719,4,197.8
590,170,810,2,51.66
591,171,565,1,18.13
592,172,715,2,91.02
593,172,97,4,101.52
594,172,366,3,169.11
595,172,82,5,228.05
596,172,951,4,179.52
597,172,837,1,10.29
598,173,522,2,81.44
599,173,275,2,46.42
600,173,493,1,39.5
601,173,63,1,46.83
602,174,40,1,12.29
603,174,973,3,113.4
604,174,976,1,55.65
605,174,463,3,124.8
606,175,871,3,70.2
607,175,721,2,97.5
608,175,854,4,47.48
609,175,901,2,102.44
610,175,633,3,122.01
611,176,166,2,34.88
612,176,869,4,157.0
613,176,763,3,43.32
614,176,890,4,238.56
615,176,801,4,178.96
616,176,716,4,68.84
617,177,307,5,112.7
618,177,215,3,41.19
619,178,968,3,95.31
620,178,50,4,183.36
621,178,122,3,94.35
622,178,444,3,157.8
623,178,40,5,61.45
624,179,725,3,166.38
625,180,999,1,19.19
626,181,836,5,215.1
627,181,742,1,36.29
628,181,531,5,245.15
629,181,589,4,156.96
630,181,140,5,226.2
631,182,479,2,109.18
632,182,362,5,75.3
633,183,350,1,27.43
634,184,923,3,34.14
635,184,699,3,132.84
636,184,35,2,86.9
637,184,567,1,36.8
638,185,912,3,126.48
639,185,477,3,66.48
640,185,357,4,182.32
641,185,502,2,22.46
642,185,703,2,89.46
643,186,995,3,153.99
644,186,707,3,116.19
645,186,234,5,256.8
646,186,659,4,77.08
647,186,648,4,232.2
648,186,964,5,157.45
649,187,636,1,22.13
650,188,98,1,11.89
651,189,164,2,31.88
652,189,931,4,94.36
653,189,374,3,58.59
654,189,330,3,79.23
655,190,721,3,146.25
656,190,989,3,107.64
657,190,637,2,40.58
658,190,213,1,48.49
659,191,408,5,267.55
660,191,35,3,130.35
661,191,623,3,121.32
662,191,707,3,116.19
663,192,946,3,63.0
664,193,563,5,109.0
665,193,573,3,156.75
666,194,120,2,87.26
667,194,742,3,108.87
668,194,985,1,54.0
669,194,487,2,74.2
670,195,880,4,139.16
671,195,20,1,48.35
672,195,842,4,157.72
673,196,808,4,52.12
674,196,560,4,55.6
675,197,3,5,244.35
676,197,143,1,34.65
677,197,456,5,166.45
678,197,20,1,48.35
679,197,228,3,142.83
680,197,565,2,36.26
681,198,345,3,51.72
682,198,505,1,31.85
683,198,811,3,91.8
684,199,174,2,86.76
685,199,243,1,24.48
686,200,135,1,28.48
687,200,311,5,131.65
688,200,145,4,60.32
689,201,639,3,169.44
690,201,339,3,66.0
691,201,463,3,124.8
692,201,339,1,22.0
693,202,760,1,55.35
694,202,331,5,115.55
695,202,963,4,73.28
696,203,89,4,68.32
697,203,759,5,201.8
698,203,576,3,139.35
699,203,551,2,33.92
700,204,869,1,39.25
701,204,926,3,179.76
702,204,593,3,64.65
703,204,903,2,87.4
704,204,849,3,81.54
705,205,282,1,44.97
706,205,594,5,70.4
707,205,658,4,187.4
708,206,677,4,209.32
709,206,788,2,29.14
710,206,221,5,221.45
711,207,87,5,259.95
712,207,955,1,48.19
713,207,642,3,113.58
714,207,350,5,137.15
715,207,967,5,78.85
716,208,59,2,42.14
717,208,979,1,46.03
718,208,207,3,141.27
719,208,143,1,34.65
720,209,354,1,43.04
721,209,754,4,119.96
722,209,405,2,101.32
723,210,98,2,23.78
724,210,419,2,84.76
725,211,974,1,20.91
726,211,97,2,50.76
727,212,295,5,290.4
728,212,798,5,204.15
729,213,299,2,47.14
730,213,629,3,87.18
731,214,897,1,39.67
732,214,56,1,32.97
733,214,326,1,57.49
734,214,746,3,52.38
735,214,989,5,179.4
736,214,890,4,238.56
737,215,858,4,61.44
738,215,344,2,76.42
739,215,117,2,28.82
740,215,501,5,220.7
741,215,841,2,20.8
742,216,438,3,105.06
743,216,528,5,110.7
744,216,780,1,15.52
745,216,310,2,87.18
746,217,599,5,124.8
747,217,32,3,74.4
748,217,979,5,230.15
749,218,610,2,64.84
750,218,450,2,57.6
751,218,475,1,10.76
752,219,474,2,82.12
753,219,29,5,126.85
754,219,592,5,176.4
755,220,647,4,193.08
756,220,393,4,237.8
757,220,633,2,81.34
758,221,413,1,14.16
759,221,512,2,96.78
760,221,677,3,156.99
761,221,868,3,153.21
762,221,304,5,264.35
763,222,590,1,17.81
764,223,919,4,155.08
765,223,961,5,69.1
766,223,572,1,22.14
767,223,274,4,106.32
768,223,733,3,88.14
769,224,232,4,84.16
770,224,974,4,83.64
771,224,615,1,51.48
772,224,592,1,35.28
773,225,355,5,87.15
774,225,801,4,178.96
775,225,111,1,20.96
776,225,369,1,59.9
777,225,107,2,21.8
778,225,25,5,59.2
779,226,171,1,20.02
780,226,926,2,119.84
781,227,551,1,16.96
782,227,596,4,202.36
783,227,637,1,20.29
784,227,132,3,162.36
785,228,745,2,45.3
786,228,954,1,39.55
787,228,154,1,29.7
788,228,622,3,134.73
789,228,811,1,30.6
790,228,259,3,84.09
791,229,729,4,88.24
792,229,857,4,149.4
793,229,416,4,231.32
794,230,937,3,86.31
795,230,517,4,66.72
796,230,963,1,18.32
797,230,685,5,168.9
798,230,95,3,112.02
799,230,767,2,108.8
800,231,789,1,43.69
801,231,744,1,39.45
802,232,641,4,222.04
803,232,877,2,71.26
804,232,561,2,97.88
805,233,561,3,146.82
806,233,412,5,208.35
807,233,119,5,107.85
808,234,869,3,117.75
809,234,583,5,125.1
810,234,916,3,151.86
811,234,575,1,23.43
812,234,681,2,42.56
813,234,890,2,119.28
814,235,481,3,113.16
815,235,766,4,205.36
816,235,899,5,214.55
817,236,441,5,90.15
818,236,92,3,124.86
819,237,91,1,33.14
820,237,975,5,231.65
821,237,647,3,144.81
822,237,457,1,18.02
823,238,748,5,74.3
824,238,259,3,84.09
825,238,689,5,73.8
826,238,687,1,54.43
827,238,364,5,189.0
828,238,324,5,122.85
829,239,736,1,28.99
830,239,466,2,72.0
831,239,814,1,52.15
832,239,818,2,114.62
833,240,551,4,67.84
834,240,793,4,84.48
835,240,65,4,165.28
836,240,566,5,209.65
837,240,29,4,101.48
838,241,117,1,14.41
839,241,254,5,297.25
840,242,928,5,55.25
841,242,151,5,293.15
842,243,420,1,56.7
843,244,97,3,76.14
844,245,665,4,185.68
845,245,627,1,14.07
846,245,526,1,43.64
847,245,185,1,28.82
848,245,566,4,167.72
849,245,492,2,33.76
850,246,171,1,20.02
851,246,540,4,122.4
852,247,903,4,174.8
853,247,820,2,28.38
854,247,809,4,229.4
855,247,49,3,84.24
856,247,42,3,60.9
857,247,805,2,20.02
858,248,512,2,96.78
859,248,132,3,162.36
860,248,392,3,139.92
861,248,783,1,24.17
862,248,666,4,43.16
863,248,269,5,227.8
864,249,854,2,23.74
865,249,700,4,171.92
866,250,490,1,44.48
867,250,231,1,54.11
868,251,428,3,122.61
869,251,170,5,103.75
870,252,551,2,33.92
871,252,231,3,162.33
872,252,72,5,97.45
873,252,35,2,86.9
874,252,186,2,81.66
875,252,566,5,209.65
876,253,213,5,242.45
877,253,240,1,26.41
878,253,879,3,142.53
879,253,835,5,243.15
880,254,5,3,111.99
881,254,974,4,83.64
882,254,227,4,200.4
883,254,89,4,68.32
884,254,156,4,153.4
885,254,171,1,20.02
886,255,776,4,58.56
887,255,152,4,228.88
888,256,854,5,59.35
889,256,959,5,261.1
890,256,909,4,149.36
891,256,845,4,84.56
892,256,397,4,100.6
893,256,775,2,83.46
894,257,524,1,56.48
895,257,896,2,104.8
896,257,376,2,71.84
897,257,593,4,86.2
898,258,965,4,238.84
899,259,197,4,181.72
900,259,254,2,118.9
901,259,295,5,290.4
902,259,990,5,274.05
903,259,58,1,26.77
904,260,928,3,33.15
905,260,711,2,24.32
906,260,605,4,173.2
907,260,501,2,88.28
908,261,285,3,66.33
909,261,411,3,148.53
910,262,935,1,49.46
911,262,705,3,112.53
912,263,211,1,13.86
913,264,27,5,136.3
914,264,196,5,61.25
915,264,253,1,56.54
916,265,800,5,286.8
917,265,750,4,112.52
918,265,463,5,208.0
919,265,748,1,14.86
920,265,719,2,98.9
921,265,237,5,263.35
922,266,703,3,134.19
923,267,17,2,108.42
924,267,504,2,94.54
925,267,53,3,51.84
926,267,336,1,56.06
927,268,998,4,146.32
928,268,868,2,102.14
929,268,611,2,21.84
930,268,748,4,59.44
931,268,107,4,43.6
932,269,280,3,66.3
933,269,313,2,57.08
934,269,946,1,21.0
935,269,333,2,62.24
936,270,946,2,42.0
937,271,162,5,164.65
938,271,272,4,239.92
939,272,79,5,77.2
940,272,223,3,163.86
941,272,235,4,214.12
942,272,864,5,127.75
943,272,996,3,157.95
944,272,145,3,45.24
945,273,635,5,188.05
946,273,292,4,218.56
947,273,325,4,110.48
948,273,403,2,55.6
949,273,179,5,109.8
950,273,11,1,26.08
951,274,389,1,55.06
952,274,841,5,52.0
953,274,82,1,45.61
954,274,207,4,188.36
955,274,601,1,38.43
956,275,913,4,115.08
957,275,472,1,20.27
958,276,821,3,123.15
959,276,365,3,147.96
960,276,167,3,162.63
961,276,473,2,73.88
962,276,577,5,217.75
963,276,338,2,39.66
964,277,171,5,100.1
965,277,530,3,108.15
966,277,734,3,39.99
967,277,646,5,78.55
968,277,32,1,24.8
969,278,346,1,38.49
970,278,852,3,38.73
971,278,99,3,106.29
972,279,839,2,64.68
973,279,730,3,93.66
974,279,466,3,108.0
975,280,569,2,116.18
976,280,566,4,167.72
977,280,854,1,11.87
978,280,280,2,44.2
979,280,393,4,237.8
980,281,544,5,172.5
981,282,938,4,71.88
982,282,884,3,148.41
983,282,755,2,28.72
984,282,486,2,101.08
985,282,513,1,20.88
986,282,362,2,30.12
987,283,987,3,77.31
988,284,898,3,175.65
989,284,721,1,48.75
990,284,760,3,166.05
991,284,384,1,25.06
992,284,865,5,154.45
993,285,430,1,30.48
994,286,941,5,63.05
995,286,363,3,155.25
996,286,926,4,239.68
997,287,928,1,11.05
998,287,912,1,42.16
999,288,463,5,208.0
1000,289,534,1,13.22
1001,289,451,2,35.86
1002,289,335,4,148.52
1003,289,267,3,120.96
1004,289,676,3,161.13
1005,290,486,4,202.16
1006,291,593,4,86.2
1007,291,356,2,31.54
1008,291,613,2,66.52
1009,292,461,1,42.95
1010,292,300,1,18.28
1011,293,461,2,85.9
1012,293,988,3,174.99
1013,293,416,5,289.15
1014,294,147,3,150.78
1015,294,311,5,131.65
1016,294,489,2,113.6
1017,294,816,4,95.52
1018,295,212,4,81.84
1019,295,571,2,24.6
1020,295,469,3,69.45
1021,296,382,5,109.1
1022,296,374,1,19.53
1023,296,951,4,179.52
1024,296,786,1,44.92
1025,296,843,4,225.08
1026,297,794,5,184.15
1027,297,987,1,25.77
1028,297,520,4,174.48
1029,297,764,2,96.1
1030,297,185,4,115.28
1031,298,999,5,95.95
1032,298,14,3,169.5
1033,298,533,5,104.5
1034,299,313,2,57.08
1035,299,938,4,71.88
1036,299,970,1,24.04
1037,299,847,1,31.04
1038,300,845,4,84.56
1039,300,629,5,145.3
1040,300,938,3,53.91
1041,300,518,4,41.64
1042,301,72,1,19.49
1043,301,466,2,72.0
1044,301,410,1,36.74
1045,301,766,1,51.34
1046,301,268,4,98.92
1047,302,594,4,56.32
1048,302,537,1,31.58
1049,302,354,5,215.2
1050,303,452,2,45.2
1051,303,887,4,102.08
1052,303,622,2,89.82
1053,304,696,4,112.36
1054,304,185,3,86.46
1055,305,513,5,104.4
1056,305,112,2,72.78
1057,305,809,1,57.35
1058,305,158,4,172.76
1059,306,558,3,59.01
1060,306,642,2,75.72
1061,306,953,1,21.15
1062,306,314,3,112.56
1063,306,622,5,224.55
1064,306,69,1,16.97
1065,307,189,3,44.25
1066,307,186,1,40.83
1067,307,90,5,189.6
1068,307,890,4,238.56
1069,307,935,3,148.38
1070,307,573,5,261.25
1071,308,710,4,158.44
1072,308,891,2,49.4
1073,308,371,1,41.46
1074,309,387,2,38.44
1075,309,382,2,43.64
1076,309,385,4,50.2
1077,310,705,3,112.53
1078,310,757,4,108.48
1079,310,366,2,112.74
1080,310,406,1,58.09
1081,311,421,5,144.25
1082,311,442,1,31.19
1083,311,555,5,261.75
1084,311,546,5,81.15
1085,312,687,4,217.72
1086,313,866,4,126.76
1087,313,574,3,160.47
1088,313,634,5,243.9
1089,313,819,2,28.54
1090,313,527,3,112.53
1091,314,416,5,289.15
1092,314,939,1,49.97
1093,314,90,2,75.84
1094,314,779,2,47.26
1095,315,515,1,11.82
1096,315,547,2,22.96
1097,315,48,5,151.25
1098,315,800,1,57.36
1099,315,109,5,70.5
1100,315,613,3,99.78
1101,316,496,1,16.28
1102,316,318,4,211.52
1103,316,907,5,70.1
1104,316,6,1,44.34
1105,316,259,1,28.03
1106,317,193,4,51.48
1107,317,989,3,107.64
1108,317,183,4,142.44
1109,317,818,3,171.93
1110,318,682,2,72.34
1111,318,729,2,44.12
1112,318,875,1,48.64
1113,318,875,2,97.28
1114,318,310,5,217.95
1115,318,472,4,81.08
1116,319,132,5,270.6
1117,319,940,2,66.68
1118,319,495,2,93.82
1119,319,755,3,43.08
1120,319,671,3,172.44
1121,319,408,4,214.04
1122,320,468,5,275.1
1123,320,594,2,28.16
1124,320,702,3,156.78
1125,320,83,2,39.84
1126,320,659,5,96.35
1127,321,175,1,25.27
1128,321,457,5,90.1
1129,321,714,4,224.0
1130,321,945,4,172.56
1131,321,876,3,70.11
1132,321,191,2,62.6
1133,322,521,4,165.56
1134,322,494,1,49.83
1135,322,512,4,193.56
1136,322,57,2,56.64
1137,322,774,4,189.24
1138,323,460,3,148.38
1139,323,440,1,37.32
1140,324,809,1,57.35
1141,324,882,1,49.56
1142,324,798,4,163.32
1143,324,827,2,102.34
1144,324,288,3,37.02
1145,325,561,3,146.82
1146,325,209,2,74.52
1147,325,395,3,126.42
1148,325,605,5,216.5
1149,325,252,2,92.58
1150,326,957,5,64.2
1151,326,14,5,282.5
